city_ascii;lat;lng
Harike;311661;749417
Grenade;437714;12931
Siklos;458519;182986
San Francisco;141167;-883667
Hata;250460;834632
Livno;438269;170081
Iquira;26500;-756500
Elsmere;389948;-846017
Kandanur;101037;788254
Adigoppula;164402;796235
Vinhais;418167;-70000
Caputira;-201719;-422708
Sorisole;457375;96564
Lancon-Provence;435925;51281
Verkhnyaya Tura;583594;598175
Dhiban;350025;405117
Khanapur;179004;799277
Chitvel;141667;793333
Edgewater;389373;-765572
Muhos;648000;260000
Chrysoupoli;409833;247000
Waldfeucht;510667;59831
Saline;421740;-837780
Rafard;-230117;-475269
Pa Mok;144921;1004448
Bellheim;491981;82792
Policka;497147;162655
Nierstein;498694;83375
Kings Grant;342664;-778659
Villa Aberastain;-316500;-685833
Acobamba;-128431;-745694
Tilvalli;146268;752310
Beaver Falls;407619;-803226
White Meadow Lake;409241;-745107
Bni Sidel;351392;-31281
Perkasie;403720;-752920
Fallon;394737;-1187779
Gisborne;-374900;1445889
Whippany;408233;-744184
Had Dra;315833;-95333
Cherry Hinton;521849;1760
Noventa Vicentina;452833;115333
Borgo;425539;94275
Brownfield;331757;-1022730
Abcoude;522700;49700
Hiramandalam;186708;839505
Wollert;-375833;1450333
Buriti Alegre;-181439;-490439
Flekkefjord;582969;66600
Dekanme;71333;19667
Grossbeeren;523551;133079
Sunset Hills;385310;-904087
Westampton;400168;-748213
Saudade;-269239;-530028
Bansko;418385;234888
Lanark;556749;-37770
Januario Cicco;-61578;-356008
Palazzolo Acreide;370617;149028
Miramar Beach;303854;-863442
Obernburg am Main;498400;91414
Monistrol-sur-Loire;452925;41722
Glenshaw;405391;-799735
Hirson;499217;40839
Subiaco;419333;131000
Greenville;431797;-852534
Bayabas;89678;1262817
Ceprano;415500;135167
Saint-Jean-d'Illac;448097;-7836
Laveno-Mombello;459089;86204
Thaon-les-Vosges;482505;64195
Linares;13500;-775333
Northwest Harborcreek;421494;-799945
Sao Jorge d'Oeste;-257058;-529178
Amadalli;147667;742167
Crest;447283;50222
Angelopolis;61333;-757000
Morlupo;421435;125047
Beldibi;368667;282667
Cayirhan;401000;316833
Little Falls;459862;-943586
Davenport;281587;-816083
Bernalillo;353127;-1065537
Newark;430418;-770930
Neves Paulista;-208458;-496300
San Pablo Villa de Mitla;169170;-964000
Toccoa;345810;-833263
Zunilito;146167;-915167
Magam;344595;742306
Santa Sylvina;-277833;-611500
Dala;307773;752494
Punnappatti;102243;781982
Sai Ngam;164669;998902
Kozova;494318;251544
Ballenstedt;517200;112375
Dunavarsany;472781;190672
Nuevo Paysandu;-322667;-580667
Hemmoor;537025;91394
Absecon;394229;-744944
Ayr;-195744;1474066
Karliova;392992;410142
Stanley;491331;-980656
Cayirli;398056;400364
Yaprakli;407500;337667
Khoni;423244;424222
Bommagondanahalli;138984;770733
San Giorgio di Piano;446500;113833
Maravilha;-92358;-373500
Delta;387560;-1080772
Rhymney;517590;-32830
Uspenka;483939;391536
Bharno;232204;848891
Coffeyville;370519;-956180
Sande;535022;80139
Albinea;446167;106000
Coronel Du Graty;-276667;-609333
Abiramam;94423;784399
Candeal;-118078;-391189
Fitzgerald;317134;-832514
Fairless Hills;401783;-748524
Wervershoof;527300;51700
Phopnar Kalan;212365;763268
Craig;405171;-1075554
McFarland;430203;-892828
Thap Than;154570;998959
Libonik;407500;207167
Berching;491000;114333
Sitio Novo de Goias;-56008;-476378
Bolnisi;414500;445333
Bargersville;395412;-862004
Cloverdale;387962;-1230152
Mburucuya;-280500;-582333
Devnya;432167;275667
Florstadt;503158;88631
Pomichna;482500;314167
Bersenbruck;525333;79167
Nattarasankottai;98690;785531
Manpur;224315;756211
Ragampet;186383;791441
Catalagzi;415000;318667
Madaram;191653;794097
Hope;336682;-935895
Koekelare;510906;29803
Auerbach;496833;116167
Hoyo de Manzanares;406333;-38833
Kattirippulam;104640;797597
Busteni;454117;255372
Kodaimangalam;104733;775070
Puerto Octay;-409667;-729000
Karkkila;605333;242167
Engerwitzdorf;483397;144256
Sarlat-la-Caneda;448900;12167
Volkach;498667;102167
Natividade;-117100;-477228
Halawah;323828;356619
Santa Venerina;376833;151333
Urdinarrain;-326856;-588867
Arboledas;76667;-727500
San Francisco Ixhuatan;163514;-944836
Czarna Bialostocka;533000;232833
Hailey;435141;-1143001
Yelnya;545833;331833
Pata Uppal;181799;794762
Bachchannapet;177883;790349
Kalkuni;146000;748333
Rondon;-234108;-527608
Uricani;453364;231525
Marguerittes;438600;44439
Mbamba Bay;-112833;347717
Pyalakurti;157286;778168
Olney;387285;-880839
Mount Pleasant;409625;-915452
Iscuande;24444;-779717
Rolesville;359223;-784656
Szentgotthard;469488;162791
Pillutla;165390;799044
Chop;484333;222000
Foum Zguid;300833;-68667
Dobris;497811;141672
Perkiomen;402316;-754644
Fully;461333;71167
Montalto di Castro;423500;116000
Murillo;262642;-981233
Ospina;10581;-775664
Domerat;463603;25344
Tepechitlan;216667;-1033333
Sepolno Krajenskie;534500;175300
Park Ridge;410352;-740423
Cameron;397444;-942329
Puerto Lleras;32694;-733750
Zawyat Sidi al Mekki;332120;-77170
Sheffield Lake;414883;-820979
Fehrbellin;528144;127661
Pulaski;370528;-807624
Divisopolis;-157258;-410000
Locogahoue;68000;17830
Great Cornard;520245;7497
Breganze;457000;115667
Vel'ky Meder;478564;177706
Psyzh;442333;420167
Vijayapuri;112300;775000
Potiragua;-155950;-398769
Huasco;-284664;-712192
Tuscumbia;347204;-877035
Florania;-61269;-368178
Teranikallu;156392;775303
Siachoque;55000;-732333
Sabaoani;470167;268500
Angallu;136287;784857
Garching an der Alz;481167;125833
Monastyryshche;489900;298011
Capim Branco;-195489;-441169
Nuqui;57167;-772667
Yaguara;26661;-755186
Tena;46547;-743900
Galmaarden;507500;39667
Chocen;500017;162231
's-Heerenberg;518764;62458
Kui Buri;120702;998667
Andre Fernandes;-159658;-414978
Morpara;-115589;-432808
Maina;231712;766629
Lake Park;267998;-800681
Saint-Vallier;466419;43711
Woodfield;340587;-809309
Bumbesti-Jiu;451786;233814
Bhalaiana;303290;747120
Fair Oaks;339193;-845445
Ulatu;232766;855012
Povarovo;560767;370622
Innsbrook;376552;-775775
Huntertown;412185;-851705
Borskoye;530261;516983
Kambhampadu;169822;806567
Vicopisano;436991;105831
Minerbio;446175;114717
Emirgazi;379022;338372
St. Pete Beach;277235;-827387
Luzzara;449667;106833
Penetanguishene;447667;-799333
Dashouping;236488;1116929
Ala;457500;110000
Winslow;350243;-1107095
Skidaway Island;319372;-810449
Sukand;266444;784752
Kaoni;304000;746630
Schleiz;505833;118167
Pallappalaiyam;113891;776027
Mudhol;163500;752833
Hawthorn Woods;422313;-880624
Ranod;250748;778761
Sint-Job-in-'t-Goor;513000;45667
Velaux;435225;52539
Strijen;517500;45500
Tlumach;488669;250012
Itapiranga;-27489;-580219
Greenville;418820;-715549
Naunhof;512778;125883
Old Orchard Beach;435239;-703904
Virapalle;141500;788667
Bad Lauchstadt;513667;118333
Harrodsburg;377654;-848474
Kusterdingen;485222;91208
Arizona City;327506;-1116707
Sekimachi;330598;1305438
Ladue;386377;-903815
Sucre;20333;-769167
Eslohe;512500;81667
Hampstead;428821;-711710
Carmo do Rio Verde;-153539;-497078
Khaur;328229;745112
Raonta;305619;751900
Argelia;57425;-751464
Beni Hassane;355700;108200
Shahr-e Pir;283106;543347
Gross Kreutz;523997;127831
Bargaon;231795;846991
Peebles;556519;-31889
Floro;615996;50328
Ahuimanu;214379;-1578404
Qualicum Beach;493500;-1244333
Almagro;388878;-37122
Grunheide;524255;138228
Tepetitlan;201842;-993808
Santa Rita de Caldas;-220289;-463369
Hooper;411599;-1122871
Dourado;-221000;-483178
Hanko;598333;229667
Frei Inocencio;-185450;-419219
Nesarg;159069;747740
Nunchia;56333;-722000
Sarzeau;475272;-27697
Helotes;295687;-986960
Clusone;458833;99500
Paulo de Faria;-200308;-493828
Iskourane;308433;-98186
Bockhorn;534000;80167
Deutsch-Wagram;482994;165644
Mikhaylovsk;564500;591333
Kulu;390892;330806
Qashyr;530804;760900
Park Forest Village;407996;-779084
Tonk Khurd;230983;762155
Meine;523833;105333
Eceabat;401839;263564
Narona;175156;767182
Carmen de Apicala;41500;-747333
Taxkorgan;377728;752244
San Sebastian;117000;1250167
Nottampatti;99772;777177
Ilic;394536;385633
Cockermouth;546613;-33620
Lequile;403000;181333
Cumberland Hill;419736;-714605
Mannegudam;174601;799177
San Giuseppe Iato;379667;131833
Vidapanakallu;150667;771833
Florida;-368167;-726667
Gonzalez;84000;-733333
Ararat;-372833;1429167
Achacachi;-160444;-686850
Karuppur;104918;783296
Orte;424603;123861
Suoyarvi;620833;323500
Araujos;-199478;-451658
Nerk'in Getashen;401467;452642
Westwood;423031;-856286
Ilarionove;484059;352734
Serafimovich;495833;427333
Srirangapur;161917;780507
Hilzingen;477653;87844
Edgewater Park;400540;-749117
Metsemotlhaba;-245531;258039
Sao Sebastiao do Alto;-219569;-421350
Schwarzenbruck;493500;112333
Angola;416433;-850050
Penig;509336;127058
Navipet;188022;779836
Bemiss;309318;-832386
Edgemere;392273;-764590
Saint-Chamas;435503;50347
Jagannathpur;222211;856392
Charters Towers;-200765;1462614
Basrur;136308;747377
Malhada de Pedras;-143878;-418789
Topchikha;528211;831197
Silleda;427000;-82333
Baia da Traicao;-66878;-349358
Camenca;480167;287167
Lapeer;430447;-833253
Vairichettipalaiyam;112872;784893
Chapel en le Frith;533220;-19170
Shelawadi;155833;754667
Purcellville;391378;-777110
Kozlovka;558500;482500
Pibrac;436169;12847
Fishersville;381050;-789826
Takua Pa;88658;983413
Polegate;508216;2442
Makhambet;476667;515833
Napoleon;413977;-841244
Wattwil;472957;90830
San Jose de Gracia;221500;-1024167
Guntapalli;147385;790400
Nueva Guadalupe;135333;-883500
Raiparthi;177042;796081
Barth;543667;127167
Taftanaz;359969;367867
Halikko;603972;230778
Hale Dyamavvanahalli;142682;764904
Yarmouth;437978;-701719
Holagondi;150200;759500
Alvarado;45667;-749500
Obertraubling;489658;121669
Caister-on-Sea;526510;17330
Bagalvad;160528;768877
Hunduan;168333;1210000
Msemrir;317028;-58125
Brejao;-90300;-365689
Pudozh;618000;365167
Minervino Murge;411000;160833
Hurtgenwald;507172;63797
Summit;471694;-1223628
Ouricangas;-120169;-386169
Ait Ikkou;335667;-56500
Highland Park;328311;-968012
Shoshong;-230333;265167
Teruel;27500;-755667
Santa Maria Xadani;163667;-950167
Manteno;412470;-878457
North Haledon;409628;-741844
Hlevakha;502604;303057
Belsh;409833;198833
Pedda Penki;185853;835069
Merrydale;304998;-911081
San Martin de Valdeiglesias;403640;-44010
Indian Harbour Beach;281529;-805976
Koror;73419;1344792
Rodelas;-88508;-387558
Kamien Pomorski;539700;147725
Imilchil;321550;-56347
Kolbuszowa;502500;217667
Belhatti;150818;756465
Bussy;465500;65500
Palhano;-47450;-379589
Anaurilandia;-221878;-527178
Gilgit;359208;743083
Seosaeng;353536;1293303
Ak'ordat;155500;378833
Plymouth;437447;-879660
Audubon;401304;-754280
Vif;450553;56700
Nova Bassano;-287239;-517050
Vrable;482408;183086
Rignano sull'Arno;437237;114507
San Martin Hidalgo;204350;-1039286
Carlosama;8658;-777294
Tadinada;165470;813219
Dilawarpur;190908;782275
Zanica;456394;96842
Guichen;479675;-17950
Brandizzo;451766;78380
Loenen;522419;50275
Amudalapalle;159301;806899
Old Jefferson;303776;-910060
Ait Ouaoumana;327128;-58042
Landupdih;231478;857817
Foritz;503500;112417
Oak Grove;453409;-933264
Neya;583000;438667
Maipu;-368667;-578667
Buda-Kashalyova;527167;305667
Notre-Dame-des-Prairies;460500;-734333
Campogalliano;446833;108500
Reddiyapatti;101581;781901
Bouhlou;341333;-44000
Weilmunster;504333;83667
Temperance;417653;-835755
Erchie;404333;177333
West Perth;434700;-812000
Kuvshinovo;570333;341833
Medikunda;159581;776095
Ponta do Sol;326806;-171042
Moe;-381722;1462678
Roetgen;506500;62000
Perungulam;86413;779985
Shiddapur;136635;749121
Roxborough Park;394492;-1050746
Entrerrios;65667;-755167
Agadir Melloul;302167;-78000
Presque Isle;466868;-679874
Iaboutene;350670;-39670
Bala Cynwyd;400116;-752283
Coutras;450408;-1289
Talwandi Chaudhrian;313000;751764
Lajedo do Tabocal;-134750;-402239
Sao Jose da Bela Vista;-205928;-476400
Pa Sang;185261;989394
Taragi;322640;1309357
Soeda;335718;1308540
Jacareacanga;-62239;-577539
Rice Lake;454864;-917447
Maysville;386455;-837911
Cordeiros;-150389;-419350
Cullinan;-256728;285208
Rreshen;417667;198833
Mangala;119998;769594
Deniliquin;-355331;1449667
Jolfa;389308;456383
Nagykovacsi;475800;188800
Tausa;51964;-738875
Castelnuovo di Porto;421333;125000
Clinton;383716;-937679
Toppenish;463806;-1203122
West Donegal;401297;-766226
Woodmoor;391063;-1048456
Efringen-Kirchen;476556;75658
Amarzgane;310500;-72167
Grossbottwar;490014;92931
Marilandia do Sul;-237450;-513078
Saint-Jean-de-Monts;467928;-20603
Phimai;152229;1024940
Rudravaram;152660;786280
Pianella;424000;140500
Jeannette;403277;-796139
North Londonderry;403227;-765867
Ban Ratchakrut;97571;985915
Shopokov;428400;743100
Minyar;550667;575500
Trujillo;394653;-58789
Lienen;521461;79739
Bainbridge;413855;-813478
Zavareh;334489;524936
Dornstadt;484692;99417
Sonsbeck;516089;63769
Sopot;426500;247500
Balsamo;-207350;-495839
Castelbuono;379333;141000
Otaki;352852;1402454
Fort Valley;325520;-838817
Cavan Monaghan;442000;-784667
El Marmouta;320838;-74091
Carbondale;415714;-755048
Karis;600708;236625
Kolumalapalle;154774;781293
Boville Ernica;416500;134667
Bertrix;498542;52533
Reyes;-142958;-673353
Gulf Hills;304367;-888150
Mansfeld;515942;114547
Glencoe;421347;-877641
Benahavis;365190;-50454
Tordesillas;415000;-50000
Anantasagaram;145715;794075
Kryzhopil;483842;288625
Hosuru;137399;774312
Murzzuschlag;476075;156731
Yaragol;169047;770661
Pol-e Sefid;361178;530553
Serra Caiada;-61058;-357128
Nakaseke;7300;324150
Guajeru;-145469;-419400
Yacimiento Rio Turbio;-515333;-723000
Clayton;396627;-750782
Beibu;246639;1210681
Kappeln;546614;99311
Tarichar Kalan;254118;788900
Locust Grove;333446;-841071
Perryton;363928;-1007976
G`ozg`on;405944;654964
Caimanera;199947;-751600
Gorodoviki;461353;419656
Soltsy;581333;303167
Padmapuram;192428;838181
Nanzhangcheng;379108;1140749
Bayport;407461;-730546
Pitman;397335;-751306
Cedral;-209028;-492678
Meshkan;294769;543314
Agnita;459731;246172
Monmouth;409140;-906425
Lopatcong;407091;-751551
Yang Talat;163997;1033678
Nam Som;177694;1021435
Sidi Dahbi;330500;-71833
Kuhmo;641250;295167
Yellareddi;185239;785850
Rock Falls;417724;-896928
Tsallagundla;163522;799619
Sidi el Mokhfi;346039;-47889
Heek;521167;70997
Hassi Berkane;348333;-28667
Oakland;352256;-895372
Iles;9667;-775167
Chintakommadinne;144267;787618
Arico el Nuevo;281904;-164977
Mascoutah;385192;-898045
Flieden;504231;95658
Vestigne;453833;79500
Aurisina;457333;137500
Tiqqi;298667;-90667
Fairfield Glade;360028;-848711
Kukrahill;122428;-837486
San Ignacio;146500;-870333
Vohburg an der Donau;487667;116167
Arnprior;454333;-763500
Conthey;462167;73000
Savoy;400600;-882552
Tudela de Duero;415842;-45800
Thief River Falls;481108;-961778
Mariinskiy Posad;561000;477167
Bad Sooden-Allendorf;512833;99833
Tirschenreuth;498833;123333
Qorovul;415569;605914
Belozersk;600333;377667
Zapatoca;68167;-732667
Ivins;371742;-1136809
Village St. George;303598;-910672
Audenge;446836;-10133
Iernut;464536;242333
Hudem;149100;764000
Habo;579167;140667
Sodankyla;674167;265833
Orting;470967;-1222112
Merksplas;513667;48667
Candiota;-315578;-536728
Smiths Falls;449000;-760167
Stainz;468942;152639
Nulvi;152728;751673
Roznov;468356;265117
Kulpsville;402440;-753407
Tanudan;172814;1212303
Ashtian;345219;500061
Miyada;357689;1379443
Port Jervis;413783;-746910
Monte San Savino;433333;117333
Azandarian;345075;486892
Signal Mountain;351448;-853457
Boonton;409047;-744048
Tleta Taghramt;357877;-54677
Tashir;411244;442819
Lago Vista;304519;-979908
Mucheln;513000;118000
Franklin;434499;-716691
Mandalapalle;140209;777511
Cape St. Claire;390433;-764471
Hajdudorog;478167;215000
Gigmoto;137833;1243833
Ustrzyki Dolne;494297;225867
Bloomingdale;365793;-825096
Grossraschen;515831;140000
Calbe;519033;117758
Hausjarvi;607884;250247
Tifra;366664;46972
Hainichen;509697;131253
Perry Heights;407977;-814680
Majhgawan;248000;808000
Jondor Shaharchasi;397333;641833
Porkhov;577833;295667
Valley Cottage;411162;-739433
Schuylkill;401086;-754982
Anthony;320131;-1065984
Tuba City;361250;-1112467
Skovorodino;539833;1239333
Roverbella;452667;107667
Chinaur;259467;781024
Ibirapua;-176878;-401089
Junin;47903;-738136
Hoshoot;489408;891383
Santa Lucia;-216850;-480839
Ter Apel;528756;70597
Volchansk;599333;600833
Vasarosnameny;481267;223183
Chachersk;529161;309161
Cortez;373503;-1085768
Gremyachinsk;585667;578500
Poteau;350282;-946346
Lake Villa;424184;-880836
Strzyzow;498833;217833
Steti;504531;143743
North Madison;418297;-810507
Amalou;364778;46333
Moranbah;-220016;1480533
Forbes;-333817;1480011
Chanute;376695;-954621
Sokyriany;484500;274167
San Juan de Arama;33736;-738767
Brooksville;285404;-823903
Atmore;310927;-874762
Seneca;346818;-829600
Ortakoy;402830;352670
Collier;403991;-801322
Rava-Rus'ka;502500;236167
Baraolt;460750;256000
Gangajalghati;234200;871200
Barntrup;519831;91167
Sanger;333715;-971678
Taft;351268;-1194243
Koscielisko;492833;198833
Reichelsheim;497149;88396
Ogulin;452669;152248
Steinheim am Albuch;486922;100642
Monforte del Cid;383792;-7303
Solotvyno;479597;238669
Barro Alto;-149683;-489200
Sanatoga;402497;-755887
Pont-Rouge;467500;-717000
Chamonix-Mont-Blanc;459222;68689
San Isidro;99369;1260886
Redlynch;-168833;1457000
Sarbisheh;325756;597983
Furstenfeld;470500;160833
Szeghalom;470272;211661
Bath;439346;-698346
Graham;331017;-985779
Smizany;489556;205292
Farob;392408;674700
Catuipe;-282500;-540119
Le Poire-sur-Vie;467686;-15083
Maryborough;-370500;1437350
Tasnad;474772;225839
Inekar;159492;31592
Tlanalapa;198167;-986000
Itapeva;-227678;-462208
Casorate Primo;453167;90167
Sredets;423500;272000
Rakitovo;419833;240833
Gyumai;337560;996500
Aigues-Mortes;435667;41925
Park Hills;378211;-905050
Miduturu;157667;783000
Clarendon Hills;417981;-879568
Zuromin;530667;199000
Piranguinho;-224008;-455319
Champlain;455333;-746500
Ulstein;623564;58539
Briceno;71111;-755500
Chiusi;430167;119500
Spello;429889;126722
Hernani;113239;1256181
Booneville;346643;-885684
Orosi;365433;-1192914
Borgentreich;515667;92500
Hoquiam;469863;-1239022
Ronciglione;422894;122147
Mrakovo;527161;566244
Grossenluder;505925;95423
Coaticook;451333;-718000
Tibro;584167;141667
Sao Miguel;-51250;-356389
Andriivka;495325;366219
Maraveh Tappeh;379042;559558
San Gavino Monreale;395499;87916
Uglegorsk;490667;1420333
Santana do Manhuacu;-201078;-419250
Poniatowa;511833;220667
Quezalguaque;125078;-869033
Wyoming;392297;-844816
Camliyayla;371703;346083
Ueckermunde;537389;140444
Fair Lakes;388530;-773885
Reserve;300741;-905557
Gubden;425658;475631
Lamesa;327333;-1019541
Tangara;-271050;-512469
Olmsted Falls;413657;-819038
Gibsonville;360993;-795415
Plabennec;485019;-44261
Chyhyryn;490833;326667
Villanueva de Cordoba;383167;-46167
Orange Park;301706;-817041
Solleftea;631667;172667
Perl;494667;63667
El Espinal;164906;-950444
Chamba;87000;-1333
Cordisburgo;-191250;-443208
Busk;499667;246167
Barvynkove;489067;370131
Nadudvar;474167;211667
Pleasant Hill;388059;-942652
Minto;439167;-808667
East York;399687;-766755
Jalhay;505572;59642
Kalaun;298300;805500
Wiang Haeng;195500;986500
Demirozu;401639;398925
Ad Darbasiyah;370728;406519
Dunafoldvar;468089;189180
Hollymead;381266;-784386
Bryan;414706;-845483
Morden;491919;-981006
La Libertad;167804;-901200
Bicaz;469108;260911
Commerce;332421;-958992
Hakubacho;366981;1378619
Covington;355660;-896482
Wieruszow;513000;181500
Volvera;449500;75000
Ferreira do Zezere;396833;-82833
Unterwellenborn;506586;114419
Reginopolis;-218878;-492250
Wesley Chapel;349985;-806903
Litchfield Beach;334773;-791181
Lakhzazra;330333;-70500
Zuera;418692;-7881
Highland Heights;415518;-814691
