city_ascii;lat;lng
Santa Maria;144750;1214250
Narsipatnam;176650;826140
Ilawa;535964;195656
Aksay;511678;529950
Houlong;246167;1207833
Castelo;-206039;-411850
Goshen;415743;-858309
Abulug;184441;1214576
Yangquan;370749;1115541
Jalajala;143557;1213233
Apodi;-56639;-377989
Espiye;409500;387333
Bonifacio;80527;1236136
Ballesteros;184108;1215169
San Dimas;341082;-1178090
Dupnitsa;422650;231185
Sosa;357075;1405642
Yhu;-250600;-559300
Shingu;337153;1304465
Springville;401638;-1116205
Awa;341014;1342964
Benton;345776;-925713
Phra Phutthabat;147212;1008047
Zhitiqara;521908;612011
Hinesville;318248;-816137
Banda;240449;789609
Biharamulo;-26333;313167
Sarpol-e Zahab;344611;458628
Dzierzoniow;507281;166511
Zelenokumsk;444167;439167
Buenos Aires;29167;-766667
Abashiri;440167;1442667
Santa Maria;159808;1207003
Shangzhen;337116;1102575
Sao Luis do Quitunde;-93178;-355608
La Blanca;145791;-921414
Merseburg;513544;119928
Zweibrucken;492500;73667
Kasba;258564;875384
Socorro;316383;-1062601
IJsselstein;520167;50333
Madakalavaripalli;147475;790843
Ofunato;390819;1417086
Inca;397167;29167
Spanaway;470979;-1224233
Richmond;377307;-842925
Qasr al Qarabulli;327500;137167
Randolph;421778;-710539
Barsinghausen;523000;94811
Tabor;494144;146578
Bugojno;440572;174508
Heunghae;361167;1293500
Betafo;-198400;468550
Pleasant Hill;379539;-1220759
Falls;401686;-747915
Ankola;146605;743047
Guarambare;-254900;-574600
Cachoeira;-126178;-389558
Bayog;78474;1230423
Esposende;415333;-87833
Playas;-26300;-803900
Zhangzhengqiao;384042;1063567
Parnarama;-56819;-430928
Ocuilan de Arteaga;190000;-994000
Sabaneta;194833;-713500
Canete;-377994;-733953
Tiruvur;171000;806000
Hemer;513833;77667
University Place;472147;-1225461
Stow;411765;-814344
Skhira;343006;100708
Kopavogur;641108;-219094
Cameron Highlands;45000;1015000
Songcaozhen;377562;1145834
Centenario;-388000;-681333
Humenne;489358;219067
Cicero Dantas;-106000;-383828
Quilevo;-76167;150500
New Panamao;59667;1212000
Baft;292331;566022
Mnasra;347667;-55167
Ano Liosia;380833;237000
Kaneohe;214062;-1577904
Goto;327000;1288333
Banes;209697;-757117
Olawa;509333;173000
Gerash;276672;541411
Iturama;-197278;-501958
Xincheng;382679;1146832
Inabe;351156;1365614
Degana;268951;743222
Curuzu Cuatia;-297833;-580833
Hisua;248336;854173
Vassouras;-224039;-436628
Nola;409333;145333
Fruit Cove;300972;-816175
Monroe;350063;-805596
Youwangjie;248695;991067
Minas de Matahambre;225822;-839492
Simunul;48980;1198213
Siripur;259970;869599
Shinjo;387667;1403000
Risod;199700;767800
Ramnicu Sarat;453800;270600
Exmouth;506200;-34130
Pingtang;227542;1117527
Jaguaribe;-58908;-386219
Belhi;265769;861723
Shamsabad;172603;783969
Zamania;254194;835569
Douglasville;337384;-847054
Casale Monferrato;451342;84583
Almora;295971;796591
Fairborn;398010;-840094
Biwong;31333;111500
Korschenbroich;511833;65167
Talayan;69844;1243564
San Manuel;170167;1216333
Tandubas;51340;1203461
Lommel;512333;53167
Kallidaikurichi;86859;774659
Santa Ana Nextlalpan;197167;-990667
Butte;459020;-1126571
Vibo Valentia;386753;160959
Sibutu;48500;1194667
Dakota Ridge;396192;-1051344
Machachi;-5100;-785700
Toon;337833;1328667
Toda Bhim;269167;768167
Oildale;354293;-1190306
Kohtla-Jarve;593978;272572
Qingyang;361985;1134313
Cariari;104349;-836851
Mason;393571;-843023
Missao Velha;-72500;-391428
Oswego;416834;-883372
Borne;255431;866999
Sao Sebastiao;-99339;-365539
Pinukpuk;175731;1213653
Gadsden;340086;-860157
Plainfield;396954;-863716
Penalva;-32939;-451739
Guindulman;97620;1244880
Ubeda;380117;-33717
Gulkevichi;453594;407072
Businga;33397;208700
Bogorodsk;561167;435000
Znojmo;488556;160489
Pangururan;26075;986959
Lautaro;-385167;-724500
San Quintin;159844;1208150
San Jose Poaquil;148167;-909000
Cambrai;501767;32356
Sao Desiderio;-123628;-449728
Puqiancun;200263;1105780
Manitowoc;440991;-876812
Lufkin;313217;-947277
Cinarcik;406422;291203
Caldono;28000;-765333
General Nakar;147631;1216350
Tepeji del Rio de Ocampo;199039;-993414
Komarno;477633;181283
Cedar City;376834;-1130956
Datang;263909;1080764
Shahin Dezh;366792;465669
Vitrolles;434600;52486
Nazerabad;315775;544369
Deer Park;296898;-951151
Gyapekurom;75833;-27833
Lexington;424456;-712307
Quinchia;53379;-757296
Rafah;312808;342414
Kokrajhar;264000;902700
McMinnville;452110;-1231918
Dao;113800;1226300
Palapag;125470;1251160
Goianira;-164958;-494258
Tobelo;17319;1280078
Cravinhos;-213403;-477294
Tabango;113067;1243714
Sereflikochisar;389444;335419
Tynaarlo;530833;65833
Initao;85000;1243167
Peyziwat;394905;767389
Cantilan;93356;1259769
Derry;428888;-712804
Nowy Targ;494667;200167
Viernheim;495417;85786
Marignane;434160;52145
Termoli;420000;149833
Geldern;515197;63325
Byadgi;146733;754868
Grodzisk Mazowiecki;521167;206333
Biberach;481000;97833
Shiso;350000;1345500
San Martin Sacatepequez;148246;-916425
Cishan;365780;1141020
Rio Verde Arriba;193200;-705700
Pulgaon;207260;783170
Irvine;556201;-46614
Valuyki;502167;381000
Woodridge;417370;-880409
Bassin Bleu;197833;-728000
Romans-sur-Isere;450464;50517
Pascani;472494;267272
Binche;504000;41667
Fungurume;-106167;263000
Uonuma;372301;1389615
Dimona;310667;350333
San Agustin;19000;-762833
Mascalucia;375667;150500
Annigeri;154251;754335
Bogazliyan;391942;352472
Campina;451300;257400
San Remigio;108331;1220875
Santa Ana;110680;-639221
Chand Chaur;257276;857865
Villena;386350;-8658
Pontneddfechan;517554;-35878
Prairieville;303151;-909571
New City;411542;-739912
Tobias Fornier;105178;1219450
Piombino;429348;105221
Zhuqi;235065;1206021
Lochem;521615;64152
Victoria Falls;-179333;258333
Mahasoabe;-215833;472167
Atiquizaya;139667;-897500
Matozinhos;-195578;-440808
Stuhr;530167;87500
Castelfranco Veneto;456667;119333
Lianga;86330;1260932
San Antonio de los Banos;228889;-824989
Reo;123167;-24667
Zhaitangcun;245133;1123451
Cookeville;361482;-855109
Lupi Viejo;137908;1229092
Spruce Grove;535450;-1139008
San Juan Nepomuceno;99500;-750833
Yinchengpu;398189;1181880
Shikarpur;282814;780108
Dartmouth;416138;-709973
Catmon;106667;1239500
Majagual;85000;-746667
Westlake;414524;-819294
Ankazomiriotra;-196500;465000
Sneek;530325;56600
Tortosa;408125;5211
Divandarreh;359139;470239
Eirunepe;-66597;-698744
Brumadinho;-201428;-442000
Maromandia;-142167;480833
Sibagat;88219;1256938
Mizuho;357720;1393540
Merritt Island;283139;-806708
Shamsabad;270200;781300
Bacarra;182519;1206107
Baltiysk;546500;199167
Vadavalli;110258;769038
Oulad Zemam;323500;-66333
Naguilian;170167;1218500
Kondapalle;166167;805333
Elmina;50833;-13500
Lewiston;463934;-1169933
Porto de Moz;-17478;-522378
Furmanov;572500;411333
Descalvado;-219039;-476189
Ojiya;373144;1387951
Turiacu;-16628;-453719
Sindirgi;392400;281750
Almendralejo;386833;-64167
Datu Paglas;67669;1248500
Kadingilan;76003;1249097
Nizhneudinsk;549333;990000
Midlothian;324669;-969890
Lebowakgomo;-242000;295000
Xinyuan;225149;1204470
Batan;115853;1224981
Ben Ahmed;330655;-72464
Dhekiajuli;267037;924781
Capoocan;112944;1246419
Moose Jaw;503933;-1055519
Ken Caryl;395770;-1051144
Landskrona;558706;128311
Debagram;236833;882833
Bozdogan;376728;283103
Bamaur;263390;781010
Custodia;-80875;-376431
Tiruchendur;84946;781219
Uelzen;529647;105658
Camiri;-200386;-635183
Cooper City;260463;-802862
Ban Pak Phun;85391;999702
El Ksar;343900;88000
Tekes;432181;818372
Woodstock;341026;-845091
La Trinidad;129678;-862339
Cotes de Fer;181833;-730000
Golungo Alto;-91333;147667
Bell Ville;-326333;-626833
Bhawanipur Rajdham;256501;871396
Didouche Mourad;364484;66339
Martinez;335209;-820985
South Riding;389120;-775132
Geraardsbergen;507667;38667
Valparaiso;414783;-870506
Batobato;68361;1260889
Churi;236549;850128
Villafranca di Verona;453500;108500
Reghin;467758;247083
Xiadian;399435;1169120
Leo;111000;-21000
Mazarron;375983;-13139
Sertania;-80706;-372658
Olkusz;502813;195650
Dej;470872;238053
Poco Redondo;-98058;-376850
Bad Nauheim;503667;87500
Masiu;78167;1243167
`Ajab Shir;374831;458900
Parkland;263219;-802533
Villa Riva;191667;-699000
Mella;203694;-759111
Walla Walla;460671;-1183368
Jishi;358511;1024788
Penticton;494911;-1195886
Jaguarari;-102600;-401958
Leawood;389075;-946258
Fatehpur Sikri;270911;776611
Belen;364889;361944
Encrucijada;226169;-798661
Chilecito;-291667;-675000
Midsalip;80328;1233147
Graham;470322;-1222827
Rahachow;531000;300500
Sapa Sapa;50899;1202729
Rubengera;-20519;294144
Sukhoy Log;569167;620500
Warwick;522800;-15900
Come;64000;18833
Puerto Rico;19142;-751450
Vyatskiye Polyany;562239;510633
Ronda;367372;-51647
Carmel;413899;-737239
Tucuma;-67519;-511539
Banate;110500;1227833
Getafe;101500;1241500
Jamikunta;182864;794761
Patratu;236700;852800
San Antero;93833;-757500
Schwedt (Oder);530500;142667
Vechta;527306;82886
Rexburg;438226;-1117919
Ono;359797;1364875
Macuro;106500;-619333
Menlo Park;374685;-1221673
Sicuani;-142720;-712290
Lianmuqin Kancun;428833;899333
Korsakov;466333;1427667
Ibate;-219550;-479969
Barra do Bugres;-150728;-571808
Sao Domingos do Maranhao;-55758;-443850
Corinto;31739;-762594
Mildura;-341889;1421583
Zhanjia;347564;1093846
Asse;509000;42000
Sakaiminato;355333;1332333
Chascomus;-355750;-580089
Darsi;157667;796833
Manati;213144;-769378
Aleshtar;338633;482619
Batouri;44333;143667
Rheinfelden (Baden);475611;77917
Fomento;221053;-797203
Sao Bento;-64858;-374508
Ayvacik;396011;264047
Shangcaiyuan;246817;1026918
Cottonwood Heights;406137;-1118144
Jhanjharpur;262647;862799
Makhdumpur;250720;849730
Manlius;430490;-759792
Iriba;151167;222500
Osawa;332000;1303833
An'gang;359900;1292270
Castro;-424667;-738000
Columbio;67000;1249333
Ipero;-233503;-476886
Shaliuhe;398728;1179390
Cacapava do Sul;-305119;-534908
Kearney;407011;-990833
Mercedes;-292000;-580833
Kavundappadi;114248;775579
Port Moody;492831;-1228317
Pikesville;393893;-767020
Orodara;109800;-49100
Niangoloko;102833;-49167
Taishi;348333;1345724
Slobodskoy;587208;501850
Rodas;223428;-805553
Porto Uniao;-262378;-510778
San Vicente;105281;1192542
Ar Rahmaniyah;311062;306337
Sahuarita;319323;-1109654
Crown Point;414143;-873457
Calape;98833;1238833
Arumuganeri;85717;780922
Nanjikkottai;107453;791289
Timberwood Park;296995;-984838
Kos;368500;272333
Pruszcz Gdanski;542667;186333
Boca do Acre;-87519;-673978
City Bell;-348500;-580500
Madikeri;124209;757397
Boxtel;515833;53333
Hlukhiv;516765;339078
Date;424719;1408647
Al Mindak;201833;412333
Shalingzicun;406807;1149205
Chimbarongo;-347089;-710431
Vac;477752;191310
Xinbu;248478;1210956
Nautan Dube;267118;845030
Castro-Urdiales;433844;-32150
Warminster;402043;-750915
Nokia;614767;235053
Golbasi;377839;376444
Shobara;348544;1330192
Aranda de Duero;416833;-36833
Udaipur;235389;914917
Baturite;-43289;-388850
Arteijo;433044;-85114
San Sebastian de Mariquita;52500;-749167
Abbiategrasso;454000;89167
Loughton;516494;735
Epe;523500;59833
Radnor;400287;-753675
Kolin;500281;152006
La Virginia;49167;-758333
Hayama;352725;1395861
Vintar;182306;1206489
Persembe;410656;377714
Umaria;235247;808372
Dupax Del Norte;163075;1211019
Brejo;-36839;-427500
Southport;-279667;1534000
Conceicao de Jacuipe;-123269;-387650
Pandami;55333;1207500
Tayshet;559500;980167
Tavda;580500;652667
Milot;196047;-722186
Huangzhuang;399905;1171037
Bethel Park;403238;-800364
Amparafaravola;-175833;482167
Pantelimon;444500;262000
Gimbi;91667;358333
Salina;431023;-761768
Glossop;534430;-19490
Police;535333;145667
Sherpur;256539;849793
Kusapin;91800;-818900
Kareli;229153;790638
Karkala;132000;749800
Hangal;147646;751246
Tynda;551667;1247167
Kaarina;604000;223667
Mohnyin;247833;963667
Sao Luis Gonzaga;-284078;-549608
Los Gatos;372304;-1219562
Obukhiv;501109;306269
Brooklyn Center;450681;-933162
Watari;380442;1408676
Canavieiras;-156750;-389469
Anserma;52381;-757840
Oldenzaal;523167;69333
Almeirim;-15228;-525819
Alamnagar;255610;869014
Muconda;-106000;213167
Wisbech;526640;1600
Rencun;226585;1123674
Temascalapa;198000;-989000
Palmira;222444;-803944
Waikabubak;-96358;1194131
Pivijay;104667;-746167
Shatura;555667;395500
Puerto Cumarebo;114861;-693503
Camacan;-154189;-394958
Zgorzelec;511500;150083
San Roque;362097;-53844
Djenne;139000;-45500
Bragado;-351167;-605000
Coxim;-185069;-547600
Epsom;513360;-2670
Petersburg;372043;-773913
Ross;405256;-800243
Dipaculao;159833;1216333
Andirin;375764;363506
Castelfranco Emilia;445967;110528
Goldsboro;353778;-779717
Fucheng;353678;1037074
Dumalinao;78167;1233667
Minamikyushu;313778;1304419
Khvaf;345764;601408
De Aar;-306500;240167
San Lazzaro di Savena;444716;114049
Pribram;496883;140092
Aravan;405150;724992
Correntina;-133428;-446369
Lucera;415000;153333
Lawrence;402954;-747205
Forchheim;497197;110581
Asakuchi;345247;1335875
Redmond;442612;-1211810
Kakira;5036;332825
Agua Preta;-87000;-353500
Shimotoba;348838;1356630
Upper Merion;400902;-753791
Lower Makefield;402309;-748550
Vohitromby;-233000;475333
Kamaishi;392758;1418857
Fuquay-Varina;355953;-787778
Laojiezi;268600;1031306
Palmeira das Missoes;-278989;-533139
Lampertheim;496000;84667
Alabaster;332198;-868225
Kovur;144833;799833
Lumbang;142970;1214590
Rio das Pedras;-228428;-476058
Bungoono;329833;1315833
Massafra;405833;171167
Sanchor;247517;717762
Knokke-Heist;513414;32869
Umarkot;196653;822063
Mashiki;328006;1308170
Ambodimanga II;-172667;491667
San Luis;222828;-837681
Wakabadai;454156;1416731
Puebloviejo;109972;-742875
Mushie;-30167;169167
Kadinhani;382397;322114
Puraini;251426;869797
Forbe Oroya;-115220;-759100
Didy;-181167;485333
Franklin;420862;-714113
Rusera;257600;860300
Gillette;442752;-1054982
Sarikaya;394936;353769
Biritiba-Mirim;-235728;-460389
Yamanashi;356934;1386869
Maragogi;-90122;-352225
Kennesaw;340260;-846177
Dolores;140157;1214011
Las Mercedes;85104;-665030
Liptovsky Mikulas;490842;196022
Itzehoe;539250;95164
Carapegua;-257690;-572470
Osvaldo Cruz;-217967;-508786
Bardejov;492933;212761
Gumdag;392061;545906
Gyzylgaya;406219;554656
Zumbo;-156167;304500
Hinda;-46133;120408
Colombia;209906;-774158
Fallbrook;333693;-1172259
Julich;509222;63583
Mahallat Damanah;310754;314959
Pueblo West;383465;-1047246
Leamington;420667;-825833
Ayorou;147350;9200
Teykovo;568547;405411
Charthawal;295500;775833
Esperanca;-70333;-358500
Chernushka;565167;561000
Sayram;423000;697667
Pullman;467336;-1171680
Massango;-113167;149333
La Uruca;99575;-841327
Ornskoldsvik;632908;187156
Bembe;-71000;144500
Dara;153500;-156000
Dellys;369133;39141
Bernburg;518000;117333
Badoc;179267;1204754
Baragua;216819;-786244
Dehloran;326942;472678
Buloqboshi;406222;725028
Gandu;-137439;-394869
Ketti;114000;767000
Aalsmeer;522667;47500
So;316536;1310194
Oiso;353069;1393113
Tafas;327356;360669
Wernigerode;518350;107853
Ciudad del Plata;-347667;-563806
Trekhgornyy;548000;584500
La Mesa;46303;-744625
Tawsalun;214060;941360
St. Charles;419193;-883109
Erraguntla;146333;785333
Araban;374247;376928
Curralinho;-18139;-497950
Kifri;346833;449667
Unchagao;166988;742749
Oisterwijk;515833;52000
Arbaoua;349000;-59167
Manises;394833;-4500
Safita;348167;361167
San Felipe;214833;-1012167
Puerto Escondido;89500;-762500
Kuji;401905;1417757
Spring Valley;327317;-1169766
Satana;205797;742160
Achim;530653;90342
Qutur;309735;309563
Campos Novos;-274019;-512250
Matalom;102833;1248000
Baraawe;11133;440303
American Fork;403783;-1117953
Sao Joao da Barra;-216400;-410508
Presidente Figueiredo;-20172;-600250
Buco Zau;-47950;125467
Monteiro;-78889;-371200
Sao Miguel Arcanjo;-238778;-479969
Ylojarvi;615500;235833
Payshamba Shahri;400078;662372
Epinal;481744;64512
Yufu;331833;1314333
Turaiyur;111686;786211
Bocas de Satinga;23469;-783256
Manwat;193000;765000
Kaizu;352206;1366365
Ansongo;156650;5028
Ingenio;279214;-154324
Chancay;-115653;-772714
Elk Grove Village;420064;-879921
Taranagar;286689;750406
Mandaguari;-235478;-516708
Rushden;522880;-6010
Motosu;354830;1366786
Pombal;-67700;-378019
Altenburg;509850;124333
Bilzen;508667;55167
Silvia;26167;-763833
Baiyan;263584;1062347
Nurlat;544333;508000
Clarence;430196;-786375
East Lake;281206;-826868
Istra;559167;368667
Diplahan;76911;1229853
Redan;337394;-841644
Deurne;514667;58000
Camaiore;439333;103000
Espigao D'Oeste;-115247;-610128
Mayantoc;156203;1203775
Concon;-329167;-715167
Favara;373186;136631
Oguzeli;369650;375092
Dobryanka;584667;564167
Shiroishi;380025;1406197
Goleta;344361;-1198594
El Dificil;98500;-742386
Akividu;165823;813811
Yorii;361183;1391930
Plaisir;488183;19472
Ptolemaida;405167;216833
Santa Cruz del Norte;231556;-819267
Redcliff;-190333;297833
Sadabad;274500;780500
Mateur;370400;96650
Cururupu;-18278;-448678
East Kelowna;498625;-1195833
Avanos;387150;348467
Paratinga;-126908;-431839
Naumburg;511500;118167
Balindong;79167;1242000
Sao Jose do Belmonte;-78608;-387600
Ostrogozhsk;508667;390667
Des Moines;473914;-1223156
Inza;25500;-760667
Jaguariaiva;-242508;-497058
Nagdha Simla;246143;899166
Sarkoy;406039;271064
Sanha;254020;863592
Minamisatsuma;314169;1303228
Kavlinge;557939;131133
Penaranda;153531;1210017
Plettenberg Bay;-340500;233667
Shimanto;330000;1329333
Cranberry;407104;-801059
Lugo;444167;119167
Vught;516500;53000
Wobulenzi;7200;325300
Utraula;273200;824200
Furstenwalde;523667;140667
Mioveni;449569;249406
Kulebaki;554167;425333
Naspur;188300;794500
Czeladz;503333;190833
Rethymno;353689;244739
Samdhin;271370;797030
Sherwood;348507;-922029
Kalyandrug;145500;771000
Nossa Senhora da Gloria;-102178;-374200
Zarqan;297742;527236
Alubijid;85714;1244751
Hampden;402602;-769809
Slantsy;591167;280667
Yankou;275950;1054174
Falmouth;415913;-705912
Kolachel;81767;772591
Goiatuba;-180128;-493569
Espinho;410100;-86400
Levice;482164;186081
Milazzo;382170;152370
Chiche;150106;-910650
Ames;429000;-86333
Geesthacht;534375;103675
Barreirinha;-28025;-570686
Nouna;127333;-38667
Jimalalud;99797;1231999
Beixinzhuang;387914;1160917
Shiyeli;441789;667328
La Calera;-313439;-643353
Delbruck;517667;85667
Andover;452571;-933265
Sao Jose da Tapera;-95578;-373808
Kangayam;110054;775620
San Pedro de Ribas;412592;17730
Staryy Beyneu;451834;551000
Landecy;461834;61166
Plottier;-389500;-682333
Mallig;172086;1216106
Rokhaty;386000;689333
Virei;-157167;129500
Totana;377711;-15003
Kaysville;410290;-1119456
Maputsoe;-288950;279070
La Concepcion;119369;-861889
Draa Ben Khedda;367349;39556
Bijaynagar;259300;746386
Zangang;390524;1162017
Tawaramoto;345566;1357950
Madinat al Habbaniyah;333667;435667
Igbaras;107167;1222667
Zentsujicho;342167;1337833
Gramado;-293789;-508739
Waddinxveen;520500;46500
Cachoeira Paulista;-226650;-450094
Herrenberg;485967;88708
Salamina;379667;235000
Georgsmarienhutte;522000;80667
Statesboro;324375;-817751
Zaojiao;344727;1057062
Pekin;405678;-896251
Balimbing;79000;1238500
Dumfries;550700;-36030
San Pedro de Uraba;82833;-763833
Bedworth;524750;-14770
Point Pedro;98167;802333
Foca;386667;267667
Tubao;163500;1204167
Areka;70710;377076
Dhahran;262667;501500
Carangola;-207328;-420289
Guararapes;-212608;-506428
Konan;335667;1337000
Kukshi;222068;747579
Kristianstad;560337;141333
Ferrenafe;-67183;-797703
North Olmsted;414149;-819190
Kiranomena;-182833;460500
Kalisizo;-5350;316225
Menglie;225833;1018660
Nagarote;122650;-865639
Dracut;426832;-713010
Radhanpur;238300;716000
Narsinghgarh;237000;771000
Nacogdoches;316134;-946528
Buguey;182882;1218331
Canton;342467;-844897
Sao Raimundo Nonato;-90150;-426989
Wheat Ridge;397728;-1051028
Chatellerault;468178;5461
Berasia;236146;774645
Nieuw-Vennep;522644;46347
Sebaco;128553;-860983
Oudenaarde;508500;36000
Catubig;124000;1250500
Curanilahue;-374764;-733444
Harker Heights;310572;-976446
Namerikawa;367644;1373412
Rochester;432990;-709787
Miguel Alves;-41658;-428950
Rome;432260;-754909
Mangur;179373;808185
Bambadinca;120333;-148667
Godollo;476000;193667
Ribeira Grande;378167;-255167
Ilhabela;-237778;-453578
Salug;81075;1227575
Kottaikuppam;119613;798392
Messamena;37333;128333
San Carlos Alzatate;145000;-900667
Shimizucho;350990;1389029
Bramsche;524000;79833
Jaguaruana;-48339;-377808
Nagato;343722;1311833
Capulhuac;192000;-994667
Joao Camara;-55378;-358200
Kangasala;614639;240650
Tamparan;78790;1243330
Lower Macungie;405303;-755700
Tummapala;177166;829965
Oer-Erkenschwick;516422;72508
Caramoran;139833;1241333
Cheb;500794;123706
Antsohimbondrona;-130833;488500
Bauko;169917;1208644
Rosmalen;517167;53667
Windsor;514791;-6095
Wevelgem;508081;31839
Primorsko-Akhtarsk;460500;381667
Xangda;322056;964751
Pocone;-162569;-566228
Kingman;352170;-1140105
Pedana;162667;811667
Grottaglie;405333;174333
Bizen;347453;1341889
Wrzesnia;523333;175833
Massillon;407838;-815254
Jasim;329667;360667
Aguilares;-274333;-656167
Bandeirantes;-231100;-503678
Novovoronezh;513167;392167
Dongxianpo;395610;1159865
Itamarandiba;-178569;-428589
Buyan;239961;1204618
Saint-Medard-en-Jalles;448964;-7164
Cruces;223419;-802761
Waiyuanshan;247443;1216684
Odacho-oda;351833;1325000
Shima;395544;1411555
Douar Oulad Hssine;330680;-85107
Wallsend;549910;-15340
Malangas;76317;1230322
Pervari;379331;425469
Termas de Rio Hondo;-274833;-648667
Palmeira;-254289;-500058
Quintero;-327833;-715333
Yaguaron;-255621;-572840
Colider;-108128;-554550
Nalchiti;226350;902700
Yaese;261582;1277186
Radolfzell am Bodensee;477333;89667
Jiming;401884;1181392
Mutki;384092;419219
Guaratuba;-258828;-485750
Serdobsk;524667;442000
Yuzhne;466300;311000
Masatepe;119147;-861442
Donggou;355621;1127046
Quitilipi;-268667;-602167
Zapala;-389000;-700667
Dar Ould Zidouh;323167;-69000
Shentang;222915;1133695
Tongxiao;244833;1206833
Savage;447545;-933632
Sami;212933;930965
Alba;447000;80333
Tirebolu;410056;388167
Renkum;519833;58500
Partinico;380500;131167
Tongkou;387952;1158646
San Lucas Toliman;146333;-911333
Remedios;70275;-746939
Uglich;575333;383333
Norak;383833;693167
Claveria;186061;1210822
Stadskanaal;529833;69500
Cabaiguan;220839;-794953
Vohilava;-210667;480000
Gurupa;-14050;-516400
Oristano;399058;85916
Bekoratsaka;-161000;475000
Polillo;147167;1219500
Lumding;257500;931700
Bahharet Oulad Ayyad;347702;-63047
Chuo;355996;1386339
Courcelles;504578;43756
Itampolo;-246833;439500
Kochugaon;265518;900762
Pandua;230800;882800
Moche;-81706;-790094
Asilah;354667;-60333
Andriba;-175833;469333
Mataas Na Kahoy;139667;1210833
Nilka;437826;825089
Sigma;114214;1226662
Sergio Osmena Sr;83003;1235083
Deptford;398157;-751181
Desert Hot Springs;339550;-1165429
Nanyuki;167;370667
Sakhnin;328667;353
Mohyliv-Podilskyi;484500;277833
Centereach;408681;-730821
Pichucalco;175167;-932000
Paipa;58333;-731500
Windsor;404690;-1049198
Namegata;359905;1404890
Santa Rita;105367;-715108
Warwick;412597;-743614
Shahedian;376546;1147392
O'Fallon;385974;-899148
Marialva;-234850;-517919
Calubian;114467;1244278
Canuelas;-350333;-587333
Komagane;357288;1379339
Santa Catarina Mita;144500;-897500
Fangyuan;239250;1203158
Majidpur;235796;907689
I`zaz;365866;370463
Yenice;399308;272581
Lalgola;244200;882500
Sitges;412339;18042
Sao Gabriel;-190169;-405358
Jyvaskylan Maalaiskunta;622889;257417
Tuzantan;151333;-924000
Marrero;298871;-901126
West Odessa;318389;-1025003
Dreux;487372;13664
Bayaguana;187500;-696333
Bangor;448323;-687906
Galapa;109167;-748333
Piui;-204650;-459578
Bagrami;344911;692756
Guachaves;12219;-776772
Baraderes;184825;-736386
Temascaltepec de Gonzalez;190433;-1000414
Merida;109098;1245376
Hoyerswerda;514333;142500
Tuljapur;180000;760800
Turicato;190500;-1014167
Cacolo;-101333;192667
Gongguan;245053;1208447
Montebelluna;457753;120389
Igrejinha;-295739;-507900
Sasaguri;336239;1305262
El Oro de Hidalgo;198008;-1001314
Ruy Barbosa;-122839;-404939
Katagami;398832;1399886
Louvain-la-Neuve;506667;45000
Domingos Martins;-203628;-406589
Sao Jose do Egito;-74733;-372744
Nijar;369667;-22000
Touba;82833;-76833
Gevelsberg;513167;73333
Ubajara;-38544;-409211
Val-d'Or;481000;-777833
Amatenango de la Frontera;155333;-920833
Sao Gotardo;-193108;-460489
Ivisan;115217;1226908
Buzovna;405161;501164
Masi-Manimba;-47790;179077
Ortakoy;387372;340386
Boghni;365437;39523
Pantabangan;158086;1211433
Newburgh;415531;-740599
'Ain Abid;362325;69440
Farrokh Shahr;322714;509775
Avola;369167;151333
Gallipoli;404139;266703
Ivaipora;-242478;-516850
San Sebastian;145667;-916500
Owen Sound;445667;-809333
Al `Aydabi;172370;429390
Velikiy Ustyug;607667;463000
Needham;422814;-712411
Shikarpur;142700;753500
Ganderkesee;530358;85483
Weil am Rhein;475947;76108
Clearfield;411030;-1120238
Al 'Attawia;318347;-73125
Gubbio;433500;125667
Kavar;292050;526900
Mlawa;531167;203667
San Giuliano Terme;437625;104414
Chum Phae;165431;1021104
Rahimpur;254894;864774
Bocana de Paiwas;127878;-851228
Valkenswaard;513500;54667
Springfield;387810;-771839
General Jose de San Martin;-265375;-593417
Rahatgarh;237800;783700
Willingboro;400280;-748882
Moncao;-34919;-452508
Yildizeli;398642;365983
Jalpatagua;141364;-900052
Uithoorn;522333;48333
Kasimov;549333;414000
Jamalpur;254112;866593
Fengrenxu;241757;1153271
Sri Madhopur;274667;756000
Fair Oaks;386504;-1212496
Kuroishi;406426;1406113
Paracuru;-34100;-390308
Sitionuevo;107833;-747167
Holladay;406600;-1118226
Haan;511667;70000
Aguada de Pasajeros;223847;-808461
Kotovsk;525833;415167
Jesus Maria;-309833;-641000
Dongmaying;391221;1159814
Mirnyy;627667;403333
Siquirres;100901;-835016
El Palmar;146500;-915833
Balyqshy;470667;518667
Maebara;351140;1400989
Sarno;408167;146167
Syracuse;410859;-1120698
Dania Beach;260593;-801637
Jerez;141000;-897500
Gadarpur;290437;792465
Florence;389899;-846471
Zepce;444333;180333
Navalcarnero;402847;-40136
Pontefract;536910;-13120
Irituia;-17689;-474389
Weyhe;529936;88733
Magsingal;176850;1204244
Lemery;112333;1229333
Nueva Imperial;-387433;-729500
Tekkali;186057;842355
President Roxas;114297;1229247
Chmistar;339667;360167
Tecozautla;205333;-996333
Exu;-75133;-397239
Ennery;194833;-724833
North Huntingdon;403294;-797336
Castelvetrano;376833;127931
Cueto;206481;-759317
Tanmen;192429;1106120
Morro Agudo;-207314;-480578
Deori Khas;233902;790163
